"","mean","detected"
"1",10.0416666666667,35.4166666666667
"2",352.520833333333,98.9583333333333
"3",44.4166666666667,77.0833333333333
"4",140.072916666667,98.9583333333333
"5",2.64583333333333,17.7083333333333
"6",21.46875,59.375
"7",407.041666666667,100
"8",177.864583333333,98.9583333333333
"9",1.76041666666667,13.5416666666667
"10",500.010416666667,100
"11",4.86458333333333,28.125
"12",27.5104166666667,66.6666666666667
"13",675.604166666667,100
"14",383.1875,98.9583333333333
"15",715.510416666667,100
"16",36.6979166666667,80.2083333333333
"17",54.65625,90.625
"18",497.322916666667,100
"19",5.04166666666667,27.0833333333333
"20",39.7604166666667,79.1666666666667
"21",8.1875,39.5833333333333
"22",47,87.5
"23",124.5625,94.7916666666667
"24",59.3645833333333,86.4583333333333
"25",248.135416666667,100
"26",448.78125,100
"27",221.78125,100
"28",54.2708333333333,82.2916666666667
"29",68.2604166666667,89.5833333333333
"30",1084.79166666667,100
"31",14.0104166666667,41.6666666666667
"32",143.854166666667,98.9583333333333
"33",30.4791666666667,80.2083333333333
"34",26.65625,53.125
"35",525.166666666667,100
"36",6.03125,26.0416666666667
"37",40.9791666666667,82.2916666666667
"38",192.208333333333,98.9583333333333
"39",5.46875,31.25
"40",452.729166666667,100
"41",9.84375,29.1666666666667
"42",284.229166666667,100
"43",9.63541666666667,36.4583333333333
"44",216.760416666667,100
"45",20.5104166666667,62.5
"46",44.75,85.4166666666667
"47",12.1770833333333,38.5416666666667
"48",1015.76041666667,100
"49",66.6666666666667,92.7083333333333
"50",356.114583333333,100
"51",10.4895833333333,27.0833333333333
"52",39.7395833333333,73.9583333333333
"53",61.21875,86.4583333333333
"54",263.53125,98.9583333333333
"55",606.177083333333,100
"56",41.5625,82.2916666666667
"57",35.3333333333333,69.7916666666667
"58",7.72916666666667,46.875
"59",13.5208333333333,37.5
"60",171.989583333333,97.9166666666667
"61",43.3958333333333,88.5416666666667
"62",623.416666666667,100
"63",112.697916666667,98.9583333333333
"64",68.9479166666667,95.8333333333333
"65",868.0625,100
"66",291.333333333333,98.9583333333333
"67",4.875,22.9166666666667
"68",16.3854166666667,55.2083333333333
"69",21.625,67.7083333333333
"70",8.45833333333333,15.625
"71",6.125,25
"72",5.75,29.1666666666667
"73",143.145833333333,100
"74",285.458333333333,100
"75",76.1041666666667,94.7916666666667
"76",610.052083333333,100
"77",673.916666666667,100
"78",602.489583333333,100
"79",230.854166666667,100
"80",790.15625,100
"81",7.17708333333333,27.0833333333333
"82",120.979166666667,96.875
"83",57.5208333333333,92.7083333333333
"84",13.75,40.625
"85",23.2604166666667,65.625
"86",246.375,100
"87",454.854166666667,100
"88",747.322916666667,100
"89",619.385416666667,100
"90",7,15.625
"91",6.16666666666667,30.2083333333333
"92",38.1666666666667,85.4166666666667
"93",227.614583333333,98.9583333333333
"94",205.3125,100
"95",78.65625,95.8333333333333
"96",11.6875,38.5416666666667
"97",101.90625,98.9583333333333
"98",11.3125,33.3333333333333
"99",29.8020833333333,64.5833333333333
"100",859.947916666667,100
"101",2.71875,25
"102",224.208333333333,100
"103",143.822916666667,100
"104",102.354166666667,94.7916666666667
"105",9.27083333333333,23.9583333333333
"106",211.375,100
"107",6.77083333333333,18.75
"108",436.6875,100
"109",545.302083333333,100
"110",88.7291666666667,98.9583333333333
"111",15.1875,58.3333333333333
"112",5.29166666666667,25
"113",3.73958333333333,15.625
"114",271.510416666667,100
"115",91.1770833333333,92.7083333333333
"116",106.9375,96.875
"117",494.927083333333,100
"118",41.75,77.0833333333333
"119",50.1458333333333,87.5
"120",99.2291666666667,93.75
"121",12.3333333333333,32.2916666666667
"122",493.833333333333,100
"123",68.6666666666667,90.625
"124",344.197916666667,100
"125",8.88541666666667,40.625
"126",3.27083333333333,15.625
"127",398.3125,100
"128",439.03125,100
"129",77.375,98.9583333333333
"130",7.22916666666667,28.125
"131",2.36458333333333,18.75
"132",445.416666666667,100
"133",82.0208333333333,98.9583333333333
"134",374.177083333333,100
"135",4.96875,23.9583333333333
"136",24.1458333333333,56.25
"137",52.6354166666667,78.125
"138",3.92708333333333,12.5
"139",42.2395833333333,83.3333333333333
"140",3.47916666666667,20.8333333333333
"141",31.78125,68.75
"142",41.0625,86.4583333333333
"143",18.375,58.3333333333333
"144",14.5,45.8333333333333
"145",76.7916666666667,96.875
"146",47.3541666666667,85.4166666666667
"147",63.625,84.375
"148",165.916666666667,100
"149",27.1666666666667,73.9583333333333
"150",563.479166666667,100
"151",51.15625,78.125
"152",23.4166666666667,53.125
"153",95.5,95.8333333333333
"154",93.65625,96.875
"155",130.59375,97.9166666666667
"156",6.3125,23.9583333333333
"157",155.135416666667,98.9583333333333
"158",4.03125,13.5416666666667
"159",4.57291666666667,23.9583333333333
"160",4.5,18.75
"161",8.52083333333333,43.75
"162",14.5520833333333,42.7083333333333
"163",97.2916666666667,98.9583333333333
"164",263.041666666667,100
"165",22.5625,62.5
"166",6.58333333333333,29.1666666666667
"167",34.375,80.2083333333333
"168",6.05208333333333,22.9166666666667
"169",158.625,100
"170",13.5625,46.875
"171",862.177083333333,100
"172",47.8020833333333,81.25
"173",22.4166666666667,63.5416666666667
"174",343.291666666667,100
"175",55.6979166666667,89.5833333333333
"176",19.2708333333333,50
"177",4.09375,22.9166666666667
"178",147.21875,98.9583333333333
"179",11.5,39.5833333333333
"180",11.6770833333333,52.0833333333333
"181",31.5104166666667,76.0416666666667
"182",5.22916666666667,31.25
"183",217.791666666667,100
"184",499.6875,100
"185",20,66.6666666666667
"186",50.90625,88.5416666666667
"187",337.354166666667,100
"188",57.625,86.4583333333333
"189",4.375,20.8333333333333
"190",211.75,100
"191",10.96875,47.9166666666667
"192",9.36458333333333,48.9583333333333
"193",176.010416666667,98.9583333333333
"194",13.4791666666667,42.7083333333333
"195",134.895833333333,96.875
"196",2.95833333333333,22.9166666666667
"197",112.354166666667,97.9166666666667
"198",49.3541666666667,80.2083333333333
"199",49.65625,91.6666666666667
"200",750.21875,100
"201",938.395833333333,100
"202",33.2083333333333,72.9166666666667
"203",224.458333333333,100
"204",4.47916666666667,25
"205",225.375,98.9583333333333
"206",320.520833333333,100
"207",4.20833333333333,25
"208",4.6875,27.0833333333333
"209",29.6458333333333,70.8333333333333
"210",33.6354166666667,75
"211",436.8125,100
"212",2.76041666666667,19.7916666666667
"213",5,23.9583333333333
"214",78.6354166666667,92.7083333333333
"215",15.8541666666667,53.125
"216",48.0520833333333,85.4166666666667
"217",16.3020833333333,50
"218",236.510416666667,100
"219",4.3125,40.625
"220",36.3333333333333,76.0416666666667
"221",137.229166666667,100
"222",698.447916666667,100
"223",402.541666666667,100
"224",4.79166666666667,30.2083333333333
"225",646.333333333333,100
"226",664.40625,100
"227",12.4166666666667,39.5833333333333
"228",73.3854166666667,89.5833333333333
"229",17.375,60.4166666666667
"230",9.26041666666667,27.0833333333333
"231",128.635416666667,95.8333333333333
"232",91.9791666666667,95.8333333333333
"233",166.28125,100
"234",413.479166666667,100
"235",76.4166666666667,97.9166666666667
"236",3.32291666666667,39.5833333333333
"237",43.34375,88.5416666666667
"238",3,27.0833333333333
"239",4.96875,18.75
